facility_id,lob,covenant_type,current_value,covenant_limit,status,reporting_date
F0041_01,Corporate Banking,Cash Flow Leverage,5.82,4.0,Violation,2025-09-30
F0041_01,Corporate Banking,Liquidity,2.04,1.0,Compliant,2025-09-30
F0042_01,Corporate Banking,Fixed Charge Coverage,2.18,1.25,Compliant,2021-12-31
F0042_01,Corporate Banking,Cash Flow Leverage,3.22,4.0,Compliant,2021-12-31
F0042_01,Corporate Banking,Liquidity,2.15,1.0,Compliant,2021-12-31
F0042_01,Corporate Banking,Fixed Charge Coverage,2.73,1.25,Compliant,2022-03-31
F0042_01,Corporate Banking,Cash Flow Leverage,4.18,4.0,Violation,2022-03-31
F0042_01,Corporate Banking,Liquidity,2.2,1.0,Compliant,2022-03-31
F0042_01,Corporate Banking,Fixed Charge Coverage,2.46,1.25,Compliant,2022-06-30
F0042_01,Corporate Banking,Cash Flow Leverage,3.69,4.0,Compliant,2022-06-30
F0042_01,Corporate Banking,Liquidity,2.22,1.0,Compliant,2022-06-30
F0042_01,Corporate Banking,Fixed Charge Coverage,3.5,1.25,Compliant,2022-09-30
F0042_01,Corporate Banking,Cash Flow Leverage,3.86,4.0,Compliant,2022-09-30
F0042_01,Corporate Banking,Liquidity,1.89,1.0,Compliant,2022-09-30
F0042_01,Corporate Banking,Fixed Charge Coverage,2.3,1.25,Compliant,2022-12-31
F0042_01,Corporate Banking,Cash Flow Leverage,2.94,4.0,Compliant,2022-12-31
F0042_01,Corporate Banking,Liquidity,2.14,1.0,Compliant,2022-12-31
F0042_01,Corporate Banking,Fixed Charge Coverage,2.74,1.25,Compliant,2023-03-31
F0042_01,Corporate Banking,Cash Flow Leverage,2.92,4.0,Compliant,2023-03-31
F0042_01,Corporate Banking,Liquidity,2.46,1.0,Compliant,2023-03-31
F0042_01,Corporate Banking,Fixed Charge Coverage,2.65,1.25,Compliant,2023-06-30
F0042_01,Corporate Banking,Cash Flow Leverage,2.4,4.0,Compliant,2023-06-30
F0042_01,Corporate Banking,Liquidity,2.28,1.0,Compliant,2023-06-30
F0042_01,Corporate Banking,Fixed Charge Coverage,3.08,1.25,Compliant,2023-09-30
F0042_01,Corporate Banking,Cash Flow Leverage,3.87,4.0,Compliant,2023-09-30
F0042_01,Corporate Banking,Liquidity,2.19,1.0,Compliant,2023-09-30
F0042_01,Corporate Banking,Fixed Charge Coverage,3.2,1.25,Compliant,2023-12-31
F0042_01,Corporate Banking,Cash Flow Leverage,3.23,4.0,Compliant,2023-12-31
F0042_01,Corporate Banking,Liquidity,2.53,1.0,Compliant,2023-12-31
F0042_01,Corporate Banking,Fixed Charge Coverage,2.89,1.25,Compliant,2024-03-31
F0042_01,Corporate Banking,Cash Flow Leverage,2.87,4.0,Compliant,2024-03-31
F0042_01,Corporate Banking,Liquidity,2.11,1.0,Compliant,2024-03-31
F0042_01,Corporate Banking,Fixed Charge Coverage,3.4,1.25,Compliant,2024-06-30
F0042_01,Corporate Banking,Cash Flow Leverage,3.03,4.0,Compliant,2024-06-30
F0042_01,Corporate Banking,Liquidity,2.46,1.0,Compliant,2024-06-30
F0042_01,Corporate Banking,Fixed Charge Coverage,2.49,1.25,Compliant,2024-09-30
F0042_01,Corporate Banking,Cash Flow Leverage,4.46,4.0,Violation,2024-09-30
F0042_01,Corporate Banking,Liquidity,2.1,1.0,Compliant,2024-09-30
F0042_01,Corporate Banking,Fixed Charge Coverage,2.51,1.25,Compliant,2024-12-31
F0042_01,Corporate Banking,Cash Flow Leverage,4.27,4.0,Violation,2024-12-31
F0042_01,Corporate Banking,Liquidity,2.48,1.0,Compliant,2024-12-31
F0042_01,Corporate Banking,Fixed Charge Coverage,3.09,1.25,Compliant,2025-03-31
F0042_01,Corporate Banking,Cash Flow Leverage,3.54,4.0,Compliant,2025-03-31
F0042_01,Corporate Banking,Liquidity,2.44,1.0,Compliant,2025-03-31
F0042_01,Corporate Banking,Fixed Charge Coverage,3.13,1.25,Compliant,2025-06-30
F0042_01,Corporate Banking,Cash Flow Leverage,3.9,4.0,Compliant,2025-06-30
F0042_01,Corporate Banking,Liquidity,1.74,1.0,Compliant,2025-06-30
F0042_01,Corporate Banking,Fixed Charge Coverage,3.03,1.25,Compliant,2025-09-30
F0042_01,Corporate Banking,Cash Flow Leverage,3.27,4.0,Compliant,2025-09-30
F0042_01,Corporate Banking,Liquidity,2.22,1.0,Compliant,2025-09-30
F0043_01,Corporate Banking,Fixed Charge Coverage,2.43,1.25,Compliant,2024-06-30
F0043_01,Corporate Banking,Cash Flow Leverage,5.78,4.0,Violation,2024-06-30
F0043_01,Corporate Banking,Liquidity,2.22,1.0,Compliant,2024-06-30
F0043_01,Corporate Banking,Fixed Charge Coverage,2.05,1.25,Compliant,2024-09-30
F0043_01,Corporate Banking,Cash Flow Leverage,5.6,4.0,Violation,2024-09-30
F0043_01,Corporate Banking,Liquidity,2.51,1.0,Compliant,2024-09-30
F0043_01,Corporate Banking,Fixed Charge Coverage,1.97,1.25,Compliant,2024-12-31
F0043_01,Corporate Banking,Cash Flow Leverage,5.99,4.0,Violation,2024-12-31
F0043_01,Corporate Banking,Liquidity,2.22,1.0,Compliant,2024-12-31
F0043_01,Corporate Banking,Fixed Charge Coverage,2.16,1.25,Compliant,2025-03-31
F0043_01,Corporate Banking,Cash Flow Leverage,5.58,4.0,Violation,2025-03-31
F0043_01,Corporate Banking,Liquidity,2.78,1.0,Compliant,2025-03-31
F0043_01,Corporate Banking,Fixed Charge Coverage,2.2,1.25,Compliant,2025-06-30
F0043_01,Corporate Banking,Cash Flow Leverage,5.45,4.0,Violation,2025-06-30
F0043_01,Corporate Banking,Liquidity,2.39,1.0,Compliant,2025-06-30
F0043_01,Corporate Banking,Fixed Charge Coverage,2.06,1.25,Compliant,2025-09-30
F0043_01,Corporate Banking,Cash Flow Leverage,5.98,4.0,Violation,2025-09-30
F0043_01,Corporate Banking,Liquidity,2.72,1.0,Compliant,2025-09-30
F0044_01,Corporate Banking,Fixed Charge Coverage,3.74,1.25,Compliant,2021-03-31
F0044_01,Corporate Banking,Cash Flow Leverage,3.97,4.0,Compliant,2021-03-31
F0044_01,Corporate Banking,Liquidity,2.53,1.0,Compliant,2021-03-31
F0044_01,Corporate Banking,Fixed Charge Coverage,3.44,1.25,Compliant,2021-06-30
F0044_01,Corporate Banking,Cash Flow Leverage,3.81,4.0,Compliant,2021-06-30
F0044_01,Corporate Banking,Liquidity,2.18,1.0,Compliant,2021-06-30
F0044_01,Corporate Banking,Fixed Charge Coverage,3.21,1.25,Compliant,2021-09-30
F0044_01,Corporate Banking,Cash Flow Leverage,3.56,4.0,Compliant,2021-09-30
F0044_01,Corporate Banking,Liquidity,2.18,1.0,Compliant,2021-09-30
F0044_01,Corporate Banking,Fixed Charge Coverage,3.54,1.25,Compliant,2021-12-31
F0044_01,Corporate Banking,Cash Flow Leverage,3.28,4.0,Compliant,2021-12-31
F0044_01,Corporate Banking,Liquidity,2.5,1.0,Compliant,2021-12-31
F0044_01,Corporate Banking,Fixed Charge Coverage,3.42,1.25,Compliant,2022-03-31
F0044_01,Corporate Banking,Cash Flow Leverage,2.42,4.0,Compliant,2022-03-31
F0044_01,Corporate Banking,Liquidity,2.42,1.0,Compliant,2022-03-31
F0044_01,Corporate Banking,Fixed Charge Coverage,3.34,1.25,Compliant,2022-06-30
F0044_01,Corporate Banking,Cash Flow Leverage,3.46,4.0,Compliant,2022-06-30
F0044_01,Corporate Banking,Liquidity,2.2,1.0,Compliant,2022-06-30
F0044_01,Corporate Banking,Fixed Charge Coverage,2.97,1.25,Compliant,2022-09-30
F0044_01,Corporate Banking,Cash Flow Leverage,2.79,4.0,Compliant,2022-09-30
F0044_01,Corporate Banking,Liquidity,1.87,1.0,Compliant,2022-09-30
F0044_01,Corporate Banking,Fixed Charge Coverage,3.38,1.25,Compliant,2022-12-31
F0044_01,Corporate Banking,Cash Flow Leverage,2.9,4.0,Compliant,2022-12-31
F0044_01,Corporate Banking,Liquidity,2.32,1.0,Compliant,2022-12-31
F0044_01,Corporate Banking,Fixed Charge Coverage,3.33,1.25,Compliant,2023-03-31
F0044_01,Corporate Banking,Cash Flow Leverage,3.67,4.0,Compliant,2023-03-31
F0044_01,Corporate Banking,Liquidity,2.22,1.0,Compliant,2023-03-31
F0044_01,Corporate Banking,Fixed Charge Coverage,3.33,1.25,Compliant,2023-06-30
F0044_01,Corporate Banking,Cash Flow Leverage,3.6,4.0,Compliant,2023-06-30
F0044_01,Corporate Banking,Liquidity,2.45,1.0,Compliant,2023-06-30
F0044_01,Corporate Banking,Fixed Charge Coverage,3.63,1.25,Compliant,2023-09-30
F0044_01,Corporate Banking,Cash Flow Leverage,3.56,4.0,Compliant,2023-09-30
F0044_01,Corporate Banking,Liquidity,2.29,1.0,Compliant,2023-09-30
F0044_01,Corporate Banking,Fixed Charge Coverage,3.87,1.25,Compliant,2023-12-31
F0044_01,Corporate Banking,Cash Flow Leverage,3.97,4.0,Compliant,2023-12-31
F0044_01,Corporate Banking,Liquidity,2.25,1.0,Compliant,2023-12-31
F0044_01,Corporate Banking,Fixed Charge Coverage,3.44,1.25,Compliant,2024-03-31
F0044_01,Corporate Banking,Cash Flow Leverage,4.0,4.0,Compliant,2024-03-31
F0044_01,Corporate Banking,Liquidity,2.37,1.0,Compliant,2024-03-31
F0044_02,Corporate Banking,Fixed Charge Coverage,3.08,1.25,Compliant,2021-12-31
F0044_02,Corporate Banking,Cash Flow Leverage,2.25,4.0,Compliant,2021-12-31
F0044_02,Corporate Banking,Liquidity,1.67,1.0,Compliant,2021-12-31
F0044_02,Corporate Banking,Fixed Charge Coverage,2.76,1.25,Compliant,2022-03-31
F0044_02,Corporate Banking,Cash Flow Leverage,3.09,4.0,Compliant,2022-03-31
F0044_02,Corporate Banking,Liquidity,2.11,1.0,Compliant,2022-03-31
F0044_02,Corporate Banking,Fixed Charge Coverage,3.87,1.25,Compliant,2022-06-30
F0044_02,Corporate Banking,Cash Flow Leverage,2.08,4.0,Compliant,2022-06-30
F0044_02,Corporate Banking,Liquidity,2.02,1.0,Compliant,2022-06-30
F0044_02,Corporate Banking,Fixed Charge Coverage,2.97,1.25,Compliant,2022-09-30
F0044_02,Corporate Banking,Cash Flow Leverage,2.11,4.0,Compliant,2022-09-30
F0044_02,Corporate Banking,Liquidity,1.82,1.0,Compliant,2022-09-30
F0044_02,Corporate Banking,Fixed Charge Coverage,3.04,1.25,Compliant,2022-12-31
F0044_02,Corporate Banking,Cash Flow Leverage,1.75,4.0,Compliant,2022-12-31
F0044_02,Corporate Banking,Liquidity,1.64,1.0,Compliant,2022-12-31
F0044_02,Corporate Banking,Fixed Charge Coverage,3.1,1.25,Compliant,2023-03-31
F0044_02,Corporate Banking,Cash Flow Leverage,2.62,4.0,Compliant,2023-03-31
F0044_02,Corporate Banking,Liquidity,1.64,1.0,Compliant,2023-03-31
F0044_02,Corporate Banking,Fixed Charge Coverage,2.74,1.25,Compliant,2023-06-30
F0044_02,Corporate Banking,Cash Flow Leverage,2.81,4.0,Compliant,2023-06-30
F0044_02,Corporate Banking,Liquidity,2.02,1.0,Compliant,2023-06-30
F0044_02,Corporate Banking,Fixed Charge Coverage,3.05,1.25,Compliant,2023-09-30
F0044_02,Corporate Banking,Cash Flow Leverage,1.74,4.0,Compliant,2023-09-30
F0044_02,Corporate Banking,Liquidity,1.76,1.0,Compliant,2023-09-30
F0044_02,Corporate Banking,Fixed Charge Coverage,2.84,1.25,Compliant,2023-12-31
F0044_02,Corporate Banking,Cash Flow Leverage,2.22,4.0,Compliant,2023-12-31
F0044_02,Corporate Banking,Liquidity,2.05,1.0,Compliant,2023-12-31
F0044_02,Corporate Banking,Fixed Charge Coverage,2.9,1.25,Compliant,2024-03-31
F0044_02,Corporate Banking,Cash Flow Leverage,2.68,4.0,Compliant,2024-03-31
F0044_02,Corporate Banking,Liquidity,1.7,1.0,Compliant,2024-03-31
F0044_02,Corporate Banking,Fixed Charge Coverage,3.28,1.25,Compliant,2024-06-30
F0044_02,Corporate Banking,Cash Flow Leverage,2.47,4.0,Compliant,2024-06-30
F0044_02,Corporate Banking,Liquidity,1.51,1.0,Compliant,2024-06-30
F0044_02,Corporate Banking,Fixed Charge Coverage,2.59,1.25,Compliant,2024-09-30
F0044_02,Corporate Banking,Cash Flow Leverage,1.91,4.0,Compliant,2024-09-30
F0044_02,Corporate Banking,Liquidity,1.54,1.0,Compliant,2024-09-30
F0044_02,Corporate Banking,Fixed Charge Coverage,3.52,1.25,Compliant,2024-12-31
F0044_02,Corporate Banking,Cash Flow Leverage,2.95,4.0,Compliant,2024-12-31
F0044_02,Corporate Banking,Liquidity,2.3,1.0,Compliant,2024-12-31
F0044_02,Corporate Banking,Fixed Charge Coverage,3.33,1.25,Compliant,2025-03-31
F0044_02,Corporate Banking,Cash Flow Leverage,1.67,4.0,Compliant,2025-03-31
F0044_02,Corporate Banking,Liquidity,1.92,1.0,Compliant,2025-03-31
F0044_02,Corporate Banking,Fixed Charge Coverage,3.22,1.25,Compliant,2025-06-30
F0044_02,Corporate Banking,Cash Flow Leverage,2.04,4.0,Compliant,2025-06-30
F0044_02,Corporate Banking,Liquidity,2.09,1.0,Compliant,2025-06-30
F0044_02,Corporate Banking,Fixed Charge Coverage,3.67,1.25,Compliant,2025-09-30
F0044_02,Corporate Banking,Cash Flow Leverage,2.14,4.0,Compliant,2025-09-30
F0044_02,Corporate Banking,Liquidity,1.91,1.0,Compliant,2025-09-30
F0044_03,Corporate Banking,Fixed Charge Coverage,2.6,1.25,Compliant,2024-03-31
F0044_03,Corporate Banking,Cash Flow Leverage,2.98,4.0,Compliant,2024-03-31
F0044_03,Corporate Banking,Liquidity,1.15,1.0,Compliant,2024-03-31
F0044_03,Corporate Banking,Fixed Charge Coverage,2.67,1.25,Compliant,2024-06-30
F0044_03,Corporate Banking,Cash Flow Leverage,3.09,4.0,Compliant,2024-06-30
F0044_03,Corporate Banking,Liquidity,1.42,1.0,Compliant,2024-06-30
F0044_03,Corporate Banking,Fixed Charge Coverage,2.75,1.25,Compliant,2024-09-30
F0044_03,Corporate Banking,Cash Flow Leverage,2.72,4.0,Compliant,2024-09-30
F0044_03,Corporate Banking,Liquidity,0.97,1.0,Violation,2024-09-30
F0044_03,Corporate Banking,Fixed Charge Coverage,2.1,1.25,Compliant,2024-12-31
F0044_03,Corporate Banking,Cash Flow Leverage,2.72,4.0,Compliant,2024-12-31
F0044_03,Corporate Banking,Liquidity,1.53,1.0,Compliant,2024-12-31
F0044_03,Corporate Banking,Fixed Charge Coverage,2.92,1.25,Compliant,2025-03-31
F0044_03,Corporate Banking,Cash Flow Leverage,4.19,4.0,Violation,2025-03-31
F0044_03,Corporate Banking,Liquidity,1.48,1.0,Compliant,2025-03-31
F0044_03,Corporate Banking,Fixed Charge Coverage,1.99,1.25,Compliant,2025-06-30
F0044_03,Corporate Banking,Cash Flow Leverage,3.27,4.0,Compliant,2025-06-30
F0044_03,Corporate Banking,Liquidity,1.19,1.0,Compliant,2025-06-30
F0044_03,Corporate Banking,Fixed Charge Coverage,2.23,1.25,Compliant,2025-09-30
F0044_03,Corporate Banking,Cash Flow Leverage,2.71,4.0,Compliant,2025-09-30
F0044_03,Corporate Banking,Liquidity,1.61,1.0,Compliant,2025-09-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.22,1.25,Compliant,2021-06-30
F0045_01,Corporate Banking,Cash Flow Leverage,4.91,4.0,Violation,2021-06-30
F0045_01,Corporate Banking,Liquidity,1.31,1.0,Compliant,2021-06-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.78,1.25,Compliant,2021-09-30
F0045_01,Corporate Banking,Cash Flow Leverage,4.45,4.0,Violation,2021-09-30
F0045_01,Corporate Banking,Liquidity,1.34,1.0,Compliant,2021-09-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.49,1.25,Compliant,2021-12-31
F0045_01,Corporate Banking,Cash Flow Leverage,5.15,4.0,Violation,2021-12-31
F0045_01,Corporate Banking,Liquidity,1.49,1.0,Compliant,2021-12-31
F0045_01,Corporate Banking,Fixed Charge Coverage,2.51,1.25,Compliant,2022-03-31
F0045_01,Corporate Banking,Cash Flow Leverage,5.6,4.0,Violation,2022-03-31
F0045_01,Corporate Banking,Liquidity,1.61,1.0,Compliant,2022-03-31
F0045_01,Corporate Banking,Fixed Charge Coverage,2.58,1.25,Compliant,2022-06-30
F0045_01,Corporate Banking,Cash Flow Leverage,5.04,4.0,Violation,2022-06-30
F0045_01,Corporate Banking,Liquidity,1.89,1.0,Compliant,2022-06-30
F0045_01,Corporate Banking,Fixed Charge Coverage,3.16,1.25,Compliant,2022-09-30
F0045_01,Corporate Banking,Cash Flow Leverage,5.06,4.0,Violation,2022-09-30
F0045_01,Corporate Banking,Liquidity,1.59,1.0,Compliant,2022-09-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.53,1.25,Compliant,2022-12-31
F0045_01,Corporate Banking,Cash Flow Leverage,4.91,4.0,Violation,2022-12-31
F0045_01,Corporate Banking,Liquidity,1.47,1.0,Compliant,2022-12-31
F0045_01,Corporate Banking,Fixed Charge Coverage,2.3,1.25,Compliant,2023-03-31
F0045_01,Corporate Banking,Cash Flow Leverage,5.72,4.0,Violation,2023-03-31
F0045_01,Corporate Banking,Liquidity,1.64,1.0,Compliant,2023-03-31
F0045_01,Corporate Banking,Fixed Charge Coverage,2.52,1.25,Compliant,2023-06-30
F0045_01,Corporate Banking,Cash Flow Leverage,5.16,4.0,Violation,2023-06-30
F0045_01,Corporate Banking,Liquidity,1.6,1.0,Compliant,2023-06-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.47,1.25,Compliant,2023-09-30
F0045_01,Corporate Banking,Cash Flow Leverage,6.12,4.0,Violation,2023-09-30
F0045_01,Corporate Banking,Liquidity,1.49,1.0,Compliant,2023-09-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.77,1.25,Compliant,2023-12-31
F0045_01,Corporate Banking,Cash Flow Leverage,5.78,4.0,Violation,2023-12-31
F0045_01,Corporate Banking,Liquidity,1.54,1.0,Compliant,2023-12-31
F0045_01,Corporate Banking,Fixed Charge Coverage,3.01,1.25,Compliant,2024-03-31
F0045_01,Corporate Banking,Cash Flow Leverage,5.58,4.0,Violation,2024-03-31
F0045_01,Corporate Banking,Liquidity,1.36,1.0,Compliant,2024-03-31
F0045_01,Corporate Banking,Fixed Charge Coverage,2.76,1.25,Compliant,2024-06-30
F0045_01,Corporate Banking,Cash Flow Leverage,5.79,4.0,Violation,2024-06-30
F0045_01,Corporate Banking,Liquidity,1.48,1.0,Compliant,2024-06-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.7,1.25,Compliant,2024-09-30
F0045_01,Corporate Banking,Cash Flow Leverage,5.52,4.0,Violation,2024-09-30
F0045_01,Corporate Banking,Liquidity,1.45,1.0,Compliant,2024-09-30
F0045_01,Corporate Banking,Fixed Charge Coverage,3.12,1.25,Compliant,2024-12-31
F0045_01,Corporate Banking,Cash Flow Leverage,6.15,4.0,Violation,2024-12-31
F0045_01,Corporate Banking,Liquidity,1.52,1.0,Compliant,2024-12-31
F0045_01,Corporate Banking,Fixed Charge Coverage,2.93,1.25,Compliant,2025-03-31
F0045_01,Corporate Banking,Cash Flow Leverage,5.43,4.0,Violation,2025-03-31
F0045_01,Corporate Banking,Liquidity,1.52,1.0,Compliant,2025-03-31
F0045_01,Corporate Banking,Fixed Charge Coverage,3.01,1.25,Compliant,2025-06-30
F0045_01,Corporate Banking,Cash Flow Leverage,6.08,4.0,Violation,2025-06-30
F0045_01,Corporate Banking,Liquidity,1.76,1.0,Compliant,2025-06-30
F0045_01,Corporate Banking,Fixed Charge Coverage,2.26,1.25,Compliant,2025-09-30
F0045_01,Corporate Banking,Cash Flow Leverage,6.09,4.0,Violation,2025-09-30
F0045_01,Corporate Banking,Liquidity,1.49,1.0,Compliant,2025-09-30
F0046_01,Corporate Banking,Fixed Charge Coverage,2.89,1.25,Compliant,2022-12-31
F0046_01,Corporate Banking,Cash Flow Leverage,2.91,4.0,Compliant,2022-12-31
F0046_01,Corporate Banking,Liquidity,1.43,1.0,Compliant,2022-12-31
F0046_01,Corporate Banking,Fixed Charge Coverage,2.78,1.25,Compliant,2023-03-31
F0046_01,Corporate Banking,Cash Flow Leverage,3.28,4.0,Compliant,2023-03-31
F0046_01,Corporate Banking,Liquidity,1.51,1.0,Compliant,2023-03-31
F0046_01,Corporate Banking,Fixed Charge Coverage,3.18,1.25,Compliant,2023-06-30
F0046_01,Corporate Banking,Cash Flow Leverage,3.46,4.0,Compliant,2023-06-30
F0046_01,Corporate Banking,Liquidity,1.34,1.0,Compliant,2023-06-30
F0046_01,Corporate Banking,Fixed Charge Coverage,2.81,1.25,Compliant,2023-09-30
F0046_01,Corporate Banking,Cash Flow Leverage,3.31,4.0,Compliant,2023-09-30
F0046_01,Corporate Banking,Liquidity,1.56,1.0,Compliant,2023-09-30
F0046_01,Corporate Banking,Fixed Charge Coverage,2.45,1.25,Compliant,2023-12-31
F0046_01,Corporate Banking,Cash Flow Leverage,2.72,4.0,Compliant,2023-12-31
F0046_01,Corporate Banking,Liquidity,1.78,1.0,Compliant,2023-12-31
F0046_01,Corporate Banking,Fixed Charge Coverage,3.04,1.25,Compliant,2024-03-31
F0046_01,Corporate Banking,Cash Flow Leverage,2.93,4.0,Compliant,2024-03-31
F0046_01,Corporate Banking,Liquidity,1.09,1.0,Compliant,2024-03-31
F0046_01,Corporate Banking,Fixed Charge Coverage,3.15,1.25,Compliant,2024-06-30
F0046_01,Corporate Banking,Cash Flow Leverage,3.44,4.0,Compliant,2024-06-30
F0046_01,Corporate Banking,Liquidity,1.55,1.0,Compliant,2024-06-30
F0046_01,Corporate Banking,Fixed Charge Coverage,3.1,1.25,Compliant,2024-09-30
F0046_01,Corporate Banking,Cash Flow Leverage,2.84,4.0,Compliant,2024-09-30
F0046_01,Corporate Banking,Liquidity,1.48,1.0,Compliant,2024-09-30
F0046_01,Corporate Banking,Fixed Charge Coverage,3.26,1.25,Compliant,2024-12-31
F0046_01,Corporate Banking,Cash Flow Leverage,2.76,4.0,Compliant,2024-12-31
F0046_01,Corporate Banking,Liquidity,1.56,1.0,Compliant,2024-12-31
F0046_01,Corporate Banking,Fixed Charge Coverage,3.04,1.25,Compliant,2025-03-31
F0046_01,Corporate Banking,Cash Flow Leverage,3.5,4.0,Compliant,2025-03-31
F0046_01,Corporate Banking,Liquidity,1.39,1.0,Compliant,2025-03-31
F0046_01,Corporate Banking,Fixed Charge Coverage,3.02,1.25,Compliant,2025-06-30
F0046_01,Corporate Banking,Cash Flow Leverage,4.16,4.0,Violation,2025-06-30
F0046_01,Corporate Banking,Liquidity,1.57,1.0,Compliant,2025-06-30
F0046_01,Corporate Banking,Fixed Charge Coverage,3.21,1.25,Compliant,2025-09-30
F0046_01,Corporate Banking,Cash Flow Leverage,3.28,4.0,Compliant,2025-09-30
F0046_01,Corporate Banking,Liquidity,1.83,1.0,Compliant,2025-09-30
F0047_01,Corporate Banking,Fixed Charge Coverage,2.79,1.25,Compliant,2021-12-31
F0047_01,Corporate Banking,Cash Flow Leverage,4.87,4.0,Violation,2021-12-31
F0047_01,Corporate Banking,Liquidity,0.91,1.0,Violation,2021-12-31
F0047_01,Corporate Banking,Fixed Charge Coverage,2.24,1.25,Compliant,2022-03-31
F0047_01,Corporate Banking,Cash Flow Leverage,5.38,4.0,Violation,2022-03-31
F0047_01,Corporate Banking,Liquidity,1.42,1.0,Compliant,2022-03-31
F0047_01,Corporate Banking,Fixed Charge Coverage,2.96,1.25,Compliant,2022-06-30
F0047_01,Corporate Banking,Cash Flow Leverage,5.19,4.0,Violation,2022-06-30
F0047_01,Corporate Banking,Liquidity,0.83,1.0,Violation,2022-06-30
F0047_01,Corporate Banking,Fixed Charge Coverage,3.04,1.25,Compliant,2022-09-30
F0047_01,Corporate Banking,Cash Flow Leverage,5.77,4.0,Violation,2022-09-30
F0047_01,Corporate Banking,Liquidity,0.83,1.0,Violation,2022-09-30
F0047_01,Corporate Banking,Fixed Charge Coverage,2.97,1.25,Compliant,2022-12-31
F0047_01,Corporate Banking,Cash Flow Leverage,5.24,4.0,Violation,2022-12-31
F0047_01,Corporate Banking,Liquidity,0.9,1.0,Violation,2022-12-31
F0047_01,Corporate Banking,Fixed Charge Coverage,2.82,1.25,Compliant,2023-03-31
F0047_01,Corporate Banking,Cash Flow Leverage,5.2,4.0,Violation,2023-03-31
F0047_01,Corporate Banking,Liquidity,1.11,1.0,Compliant,2023-03-31
F0047_01,Corporate Banking,Fixed Charge Coverage,2.72,1.25,Compliant,2023-06-30
F0047_01,Corporate Banking,Cash Flow Leverage,5.24,4.0,Violation,2023-06-30
F0047_01,Corporate Banking,Liquidity,1.39,1.0,Compliant,2023-06-30
F0047_01,Corporate Banking,Fixed Charge Coverage,2.74,1.25,Compliant,2023-09-30
F0047_01,Corporate Banking,Cash Flow Leverage,5.23,4.0,Violation,2023-09-30
F0047_01,Corporate Banking,Liquidity,1.16,1.0,Compliant,2023-09-30
F0047_01,Corporate Banking,Fixed Charge Coverage,2.79,1.25,Compliant,2023-12-31
F0047_01,Corporate Banking,Cash Flow Leverage,5.97,4.0,Violation,2023-12-31
F0047_01,Corporate Banking,Liquidity,1.54,1.0,Compliant,2023-12-31
F0047_01,Corporate Banking,Fixed Charge Coverage,3.0,1.25,Compliant,2024-03-31
F0047_01,Corporate Banking,Cash Flow Leverage,4.96,4.0,Violation,2024-03-31
F0047_01,Corporate Banking,Liquidity,0.99,1.0,Violation,2024-03-31
F0047_01,Corporate Banking,Fixed Charge Coverage,2.81,1.25,Compliant,2024-06-30
F0047_01,Corporate Banking,Cash Flow Leverage,5.47,4.0,Violation,2024-06-30
F0047_01,Corporate Banking,Liquidity,0.94,1.0,Violation,2024-06-30
F0047_01,Corporate Banking,Fixed Charge Coverage,2.06,1.25,Compliant,2024-09-30
F0047_01,Corporate Banking,Cash Flow Leverage,4.89,4.0,Violation,2024-09-30
F0047_01,Corporate Banking,Liquidity,1.11,1.0,Compliant,2024-09-30
F0047_01,Corporate Banking,Fixed Charge Coverage,2.98,1.25,Compliant,2024-12-31
F0047_01,Corporate Banking,Cash Flow Leverage,5.18,4.0,Violation,2024-12-31
F0047_01,Corporate Banking,Liquidity,1.37,1.0,Compliant,2024-12-31
F0047_01,Corporate Banking,Fixed Charge Coverage,2.82,1.25,Compliant,2025-03-31
F0047_01,Corporate Banking,Cash Flow Leverage,4.93,4.0,Violation,2025-03-31
F0047_01,Corporate Banking,Liquidity,1.23,1.0,Compliant,2025-03-31
F0047_01,Corporate Banking,Fixed Charge Coverage,2.54,1.25,Compliant,2025-06-30
F0047_01,Corporate Banking,Cash Flow Leverage,5.72,4.0,Violation,2025-06-30
F0047_01,Corporate Banking,Liquidity,1.09,1.0,Compliant,2025-06-30
F0047_01,Corporate Banking,Fixed Charge Coverage,3.26,1.25,Compliant,2025-09-30
F0047_01,Corporate Banking,Cash Flow Leverage,5.65,4.0,Violation,2025-09-30
F0047_01,Corporate Banking,Liquidity,1.06,1.0,Compliant,2025-09-30
F0047_02,Corporate Banking,Fixed Charge Coverage,2.06,1.25,Compliant,2023-09-30
F0047_02,Corporate Banking,Cash Flow Leverage,5.85,4.0,Violation,2023-09-30
F0047_02,Corporate Banking,Liquidity,1.84,1.0,Compliant,2023-09-30
F0047_02,Corporate Banking,Fixed Charge Coverage,1.86,1.25,Compliant,2023-12-31
F0047_02,Corporate Banking,Cash Flow Leverage,5.18,4.0,Violation,2023-12-31
F0047_02,Corporate Banking,Liquidity,1.69,1.0,Compliant,2023-12-31
F0047_02,Corporate Banking,Fixed Charge Coverage,1.33,1.25,Compliant,2024-03-31
