facility_id,obligor_name,obligor_rating,balance,origination_date,maturity_date,reporting_date,lob,industry,free_cash_flow,fixed_charge_coverage,cash_flow_leverage,liquidity,profitability,growth,sir,cre_property_type,msa,noi,property_value,dscr,ltv
F0053_01,Quality Group Company,13,1581334.99,2020-11-27,2026-08-19,2022-06-30,Corporate Banking,Transportation,1.3,2.81,4.87,1.29,0.195,0.141,,,,,,,
F0053_01,Quality Group Company,13,2004003.48,2020-11-27,2026-08-19,2022-09-30,Corporate Banking,Transportation,1.55,2.97,5.13,0.97,0.161,0.207,,,,,,,
F0053_01,Quality Group Company,14,2287290.38,2020-11-27,2026-08-19,2022-12-31,Corporate Banking,Transportation,1.39,3.05,4.81,1.06,0.165,0.184,,,,,,,
F0053_01,Quality Group Company,14,2148695.69,2020-11-27,2026-08-19,2023-03-31,Corporate Banking,Transportation,1.54,2.96,4.76,1.17,0.162,0.169,,,,,,,
F0053_01,Quality Group Company,14,2297225.9,2020-11-27,2026-08-19,2023-06-30,Corporate Banking,Transportation,1.57,2.73,5.41,1.17,0.202,0.237,,,,,,,
F0053_01,Quality Group Company,14,2199701.97,2020-11-27,2026-08-19,2023-09-30,Corporate Banking,Transportation,1.32,2.92,4.4,0.84,0.19,0.19,,,,,,,
F0053_01,Quality Group Company,13,2087003.96,2020-11-27,2026-08-19,2023-12-31,Corporate Banking,Transportation,1.43,2.75,4.76,0.99,0.211,0.24,,,,,,,
F0053_01,Quality Group Company,13,2551458.89,2020-11-27,2026-08-19,2024-03-31,Corporate Banking,Transportation,1.36,3.28,5.78,1.11,0.194,0.326,,,,,,,
F0053_01,Quality Group Company,14,2119682.35,2020-11-27,2026-08-19,2024-06-30,Corporate Banking,Transportation,1.43,3.23,4.36,1.03,0.213,0.179,,,,,,,
F0053_01,Quality Group Company,14,1387478.31,2020-11-27,2026-08-19,2024-09-30,Corporate Banking,Transportation,1.5,1.9,5.07,0.97,0.204,0.265,,,,,,,
F0053_01,Quality Group Company,15,1938815.17,2020-11-27,2026-08-19,2024-12-31,Corporate Banking,Transportation,1.71,3.07,4.75,0.91,0.161,0.2,,,,,,,
F0053_01,Quality Group Company,15,2460187.81,2020-11-27,2026-08-19,2025-03-31,Corporate Banking,Transportation,1.91,2.69,5.12,1.28,0.216,0.243,,,,,,,
F0053_01,Quality Group Company,15,2144524.6,2020-11-27,2026-08-19,2025-06-30,Corporate Banking,Transportation,1.2,3.19,5.51,1.26,0.199,0.168,,,,,,,
F0053_01,Quality Group Company,16,1806525.14,2020-11-27,2026-08-19,2025-09-30,Corporate Banking,Transportation,1.78,2.63,4.94,1.3,0.178,0.187,,,,,,,
F0053_02,Quality Group Company,10,1895698.12,2021-04-17,2023-05-07,2021-06-30,Corporate Banking,Transportation,2.51,1.96,5.58,1.69,0.228,0.354,,,,,,,
F0053_02,Quality Group Company,11,2348358.63,2021-04-17,2023-05-07,2021-09-30,Corporate Banking,Transportation,2.13,2.26,5.48,2.01,0.218,0.325,,,,,,,
F0053_02,Quality Group Company,11,2106344.58,2021-04-17,2023-05-07,2021-12-31,Corporate Banking,Transportation,2.36,2.66,5.4,2.26,0.237,0.339,,,,,,,
F0053_02,Quality Group Company,11,1514891.0,2021-04-17,2023-05-07,2022-03-31,Corporate Banking,Transportation,2.32,2.22,5.28,1.91,0.222,0.376,,,,,,,
F0053_02,Quality Group Company,13,1752858.54,2021-04-17,2023-05-07,2022-06-30,Corporate Banking,Transportation,2.83,2.17,5.57,2.1,0.232,0.235,,,,,,,
F0053_02,Quality Group Company,14,2431104.59,2021-04-17,2023-05-07,2022-09-30,Corporate Banking,Transportation,2.67,2.27,5.18,1.84,0.2,0.344,,,,,,,
F0053_02,Quality Group Company,14,2123938.28,2021-04-17,2023-05-07,2022-12-31,Corporate Banking,Transportation,2.56,2.3,6.21,1.91,0.195,0.362,,,,,,,
F0053_02,Quality Group Company,15,1717034.44,2021-04-17,2023-05-07,2023-03-31,Corporate Banking,Transportation,2.7,2.54,5.37,2.1,0.15,0.287,,,,,,,
F0053_02,Quality Group Company,16,1888298.06,2021-04-17,2023-05-07,2023-06-30,Corporate Banking,Transportation,2.72,2.58,5.13,2.07,0.175,0.331,,,,,,,
F0053_02,Quality Group Company,16,2216699.31,2021-04-17,2023-05-07,2023-09-30,Corporate Banking,Transportation,2.29,2.67,4.91,1.93,0.229,0.377,,,,,,,
F0053_02,Quality Group Company,16,1932376.88,2021-04-17,2023-05-07,2023-12-31,Corporate Banking,Transportation,2.64,2.17,5.21,1.77,0.241,0.339,,,,,,,
F0053_02,Quality Group Company,16,2248126.83,2021-04-17,2023-05-07,2024-03-31,Corporate Banking,Transportation,2.38,2.23,5.17,1.79,0.165,0.343,,,,,,,
F0053_02,Quality Group Company,16,2309912.38,2021-04-17,2023-05-07,2024-06-30,Corporate Banking,Transportation,3.07,2.91,5.46,1.86,0.204,0.407,,,,,,,
F0053_02,Quality Group Company,16,1834440.31,2021-04-17,2023-05-07,2024-09-30,Corporate Banking,Transportation,2.75,2.21,5.38,2.4,0.246,0.378,,,,,,,
F0053_02,Quality Group Company,16,1572039.17,2021-04-17,2023-05-07,2024-12-31,Corporate Banking,Transportation,2.17,2.36,5.01,2.04,0.174,0.258,,,,,,,
F0053_02,Quality Group Company,16,1800693.13,2021-04-17,2023-05-07,2025-03-31,Corporate Banking,Transportation,2.27,2.71,4.48,1.82,0.228,0.314,,,,,,,
F0053_02,Quality Group Company,16,2091298.93,2021-04-17,2023-05-07,2025-06-30,Corporate Banking,Transportation,2.6,2.58,5.89,1.7,0.201,0.378,,,,,,,
F0053_02,Quality Group Company,16,1550076.62,2021-04-17,2023-05-07,2025-09-30,Corporate Banking,Transportation,2.86,2.19,4.8,2.18,0.157,0.361,,,,,,,
F0054_01,Innovative Systems Technologies,8,2946233.65,2020-09-11,2022-09-21,2020-09-30,Corporate Banking,Manufacturing,1.96,2.35,3.74,2.1,0.141,0.237,,,,,,,
F0054_01,Innovative Systems Technologies,8,2979071.12,2020-09-11,2022-09-21,2020-12-31,Corporate Banking,Manufacturing,1.32,2.45,3.84,1.97,0.173,0.272,,,,,,,
F0054_01,Innovative Systems Technologies,8,3435996.02,2020-09-11,2022-09-21,2021-03-31,Corporate Banking,Manufacturing,1.47,2.41,2.88,2.08,0.197,0.204,,,,,,,
F0054_01,Innovative Systems Technologies,8,3157008.58,2020-09-11,2022-09-21,2021-06-30,Corporate Banking,Manufacturing,1.33,2.12,4.11,1.88,0.181,0.15,,,,,,,
F0054_01,Innovative Systems Technologies,8,3763391.88,2020-09-11,2022-09-21,2021-09-30,Corporate Banking,Manufacturing,1.52,2.44,4.27,2.12,0.174,0.194,,,,,,,
F0054_01,Innovative Systems Technologies,8,3202865.99,2020-09-11,2022-09-21,2021-12-31,Corporate Banking,Manufacturing,1.49,2.19,3.93,1.83,0.206,0.273,,,,,,,
F0054_01,Innovative Systems Technologies,8,3779195.93,2020-09-11,2022-09-21,2022-03-31,Corporate Banking,Manufacturing,1.55,1.4,4.36,2.2,0.213,0.169,,,,,,,
F0054_01,Innovative Systems Technologies,7,3391500.99,2020-09-11,2022-09-21,2022-06-30,Corporate Banking,Manufacturing,1.31,2.55,3.19,2.02,0.192,0.27,,,,,,,
F0054_01,Innovative Systems Technologies,9,2642056.81,2020-09-11,2022-09-21,2022-09-30,Corporate Banking,Manufacturing,1.28,2.5,4.11,2.19,0.226,0.291,,,,,,,
F0054_01,Innovative Systems Technologies,7,3365663.89,2020-09-11,2022-09-21,2022-12-31,Corporate Banking,Manufacturing,1.18,2.58,3.45,1.77,0.17,0.214,,,,,,,
F0054_01,Innovative Systems Technologies,7,3611774.91,2020-09-11,2022-09-21,2023-03-31,Corporate Banking,Manufacturing,1.33,2.49,3.56,2.02,0.189,0.227,,,,,,,
F0054_01,Innovative Systems Technologies,7,2998424.02,2020-09-11,2022-09-21,2023-06-30,Corporate Banking,Manufacturing,1.68,2.36,3.7,2.08,0.181,0.168,,,,,,,
F0054_01,Innovative Systems Technologies,7,2918361.28,2020-09-11,2022-09-21,2023-09-30,Corporate Banking,Manufacturing,1.29,2.02,3.62,1.68,0.188,0.188,,,,,,,
F0054_01,Innovative Systems Technologies,7,3384594.91,2020-09-11,2022-09-21,2023-12-31,Corporate Banking,Manufacturing,1.24,1.94,4.05,2.17,0.248,0.191,,,,,,,
F0054_01,Innovative Systems Technologies,7,3010439.72,2020-09-11,2022-09-21,2024-03-31,Corporate Banking,Manufacturing,1.19,2.25,3.62,2.2,0.242,0.17,,,,,,,
F0054_01,Innovative Systems Technologies,7,3772199.57,2020-09-11,2022-09-21,2024-06-30,Corporate Banking,Manufacturing,1.44,2.06,3.63,2.41,0.192,0.245,,,,,,,
F0054_01,Innovative Systems Technologies,7,3408404.23,2020-09-11,2022-09-21,2024-09-30,Corporate Banking,Manufacturing,1.2,2.51,3.29,2.2,0.162,0.139,,,,,,,
F0054_01,Innovative Systems Technologies,7,3601963.67,2020-09-11,2022-09-21,2024-12-31,Corporate Banking,Manufacturing,1.53,1.95,3.38,1.7,0.181,0.26,,,,,,,
F0054_01,Innovative Systems Technologies,7,3418342.75,2020-09-11,2022-09-21,2025-03-31,Corporate Banking,Manufacturing,1.33,1.72,3.45,2.63,0.137,0.25,,,,,,,
F0054_01,Innovative Systems Technologies,6,3316051.0,2020-09-11,2022-09-21,2025-06-30,Corporate Banking,Manufacturing,1.33,2.15,3.83,1.91,0.199,0.204,,,,,,,
F0054_01,Innovative Systems Technologies,6,3581139.9,2020-09-11,2022-09-21,2025-09-30,Corporate Banking,Manufacturing,1.31,1.89,3.5,2.02,0.198,0.308,,,,,,,
F0054_02,Innovative Systems Technologies,10,4618845.29,2022-04-13,2026-01-04,2022-06-30,Corporate Banking,Manufacturing,1.23,1.73,4.46,2.66,0.087,0.128,,,,,,,
F0054_02,Innovative Systems Technologies,10,5280431.4,2022-04-13,2026-01-04,2022-09-30,Corporate Banking,Manufacturing,1.26,2.03,5.38,3.01,0.128,0.13,,,,,,,
F0054_02,Innovative Systems Technologies,10,4398069.16,2022-04-13,2026-01-04,2022-12-31,Corporate Banking,Manufacturing,0.94,1.87,5.39,2.64,0.089,0.129,,,,,,,
F0054_02,Innovative Systems Technologies,8,5048734.45,2022-04-13,2026-01-04,2023-03-31,Corporate Banking,Manufacturing,1.2,1.46,4.98,2.46,0.109,0.164,,,,,,,
F0054_02,Innovative Systems Technologies,8,4565718.91,2022-04-13,2026-01-04,2023-06-30,Corporate Banking,Manufacturing,1.2,2.24,5.09,2.9,0.068,0.137,,,,,,,
F0054_02,Innovative Systems Technologies,7,4728155.79,2022-04-13,2026-01-04,2023-09-30,Corporate Banking,Manufacturing,1.35,1.78,4.75,2.92,0.082,0.097,,,,,,,
F0054_02,Innovative Systems Technologies,7,4636720.3,2022-04-13,2026-01-04,2023-12-31,Corporate Banking,Manufacturing,1.0,2.13,4.06,2.73,0.084,0.27,,,,,,,
F0054_02,Innovative Systems Technologies,7,4664771.22,2022-04-13,2026-01-04,2024-03-31,Corporate Banking,Manufacturing,1.56,2.11,4.4,2.63,0.149,0.199,,,,,,,
F0054_02,Innovative Systems Technologies,7,4120750.58,2022-04-13,2026-01-04,2024-06-30,Corporate Banking,Manufacturing,1.26,2.04,5.15,2.51,0.122,0.155,,,,,,,
F0054_02,Innovative Systems Technologies,8,4216347.08,2022-04-13,2026-01-04,2024-09-30,Corporate Banking,Manufacturing,1.83,2.18,5.44,3.09,0.112,0.131,,,,,,,
F0054_02,Innovative Systems Technologies,8,4263750.85,2022-04-13,2026-01-04,2024-12-31,Corporate Banking,Manufacturing,1.45,2.06,4.8,2.73,0.102,0.115,,,,,,,
F0054_02,Innovative Systems Technologies,9,4076017.05,2022-04-13,2026-01-04,2025-03-31,Corporate Banking,Manufacturing,0.99,1.71,5.65,2.6,0.131,0.17,,,,,,,
F0054_02,Innovative Systems Technologies,9,5054230.93,2022-04-13,2026-01-04,2025-06-30,Corporate Banking,Manufacturing,1.53,1.85,5.19,2.5,0.116,0.194,,,,,,,
F0054_02,Innovative Systems Technologies,17,5095222.65,2022-04-13,2026-01-04,2025-09-30,Corporate Banking,Manufacturing,1.23,1.95,4.96,2.68,0.107,0.228,3660493.7,,,,,,
F0054_03,Innovative Systems Technologies,8,2480315.71,2022-05-30,2027-02-12,2022-06-30,Corporate Banking,Manufacturing,2.27,3.71,4.91,2.29,0.256,-0.048,,,,,,,
F0054_03,Innovative Systems Technologies,7,3045582.6,2022-05-30,2027-02-12,2022-09-30,Corporate Banking,Manufacturing,2.4,3.49,4.44,1.93,0.211,-0.087,,,,,,,
F0054_03,Innovative Systems Technologies,7,2788278.41,2022-05-30,2027-02-12,2022-12-31,Corporate Banking,Manufacturing,2.23,3.47,5.33,2.1,0.239,-0.047,,,,,,,
F0054_03,Innovative Systems Technologies,6,2904778.06,2022-05-30,2027-02-12,2023-03-31,Corporate Banking,Manufacturing,2.27,4.21,5.98,1.67,0.226,-0.011,,,,,,,
F0054_03,Innovative Systems Technologies,6,2792003.95,2022-05-30,2027-02-12,2023-06-30,Corporate Banking,Manufacturing,2.24,3.36,4.9,1.93,0.303,-0.115,,,,,,,
F0054_03,Innovative Systems Technologies,6,2980548.63,2022-05-30,2027-02-12,2023-09-30,Corporate Banking,Manufacturing,2.31,3.43,4.84,2.27,0.272,-0.039,,,,,,,
F0054_03,Innovative Systems Technologies,6,2639900.16,2022-05-30,2027-02-12,2023-12-31,Corporate Banking,Manufacturing,2.19,3.44,5.42,2.11,0.194,-0.074,,,,,,,
F0054_03,Innovative Systems Technologies,7,2761084.27,2022-05-30,2027-02-12,2024-03-31,Corporate Banking,Manufacturing,2.39,3.57,4.89,1.73,0.224,-0.109,,,,,,,
F0054_03,Innovative Systems Technologies,7,3009372.37,2022-05-30,2027-02-12,2024-06-30,Corporate Banking,Manufacturing,1.65,3.64,5.77,1.9,0.181,0.046,,,,,,,
F0054_03,Innovative Systems Technologies,7,3421073.35,2022-05-30,2027-02-12,2024-09-30,Corporate Banking,Manufacturing,2.03,3.34,5.42,2.29,0.266,-0.038,,,,,,,
F0054_03,Innovative Systems Technologies,7,2913190.26,2022-05-30,2027-02-12,2024-12-31,Corporate Banking,Manufacturing,2.1,3.44,5.07,1.72,0.242,-0.09,,,,,,,
F0054_03,Innovative Systems Technologies,7,3255365.76,2022-05-30,2027-02-12,2025-03-31,Corporate Banking,Manufacturing,2.0,3.86,4.72,1.87,0.25,0.066,,,,,,,
F0054_03,Innovative Systems Technologies,8,2608374.78,2022-05-30,2027-02-12,2025-06-30,Corporate Banking,Manufacturing,2.31,3.8,5.51,1.79,0.246,-0.025,,,,,,,
F0054_03,Innovative Systems Technologies,8,3195859.64,2022-05-30,2027-02-12,2025-09-30,Corporate Banking,Manufacturing,2.66,3.27,4.85,1.79,0.26,-0.029,,,,,,,
F0055_01,Holdings Industries Co,8,1379128.98,2023-12-30,2028-05-31,2023-12-31,Corporate Banking,Healthcare,2.67,1.42,3.25,1.07,0.147,0.099,,,,,,,
F0055_01,Holdings Industries Co,8,1662381.98,2023-12-30,2028-05-31,2024-03-31,Corporate Banking,Healthcare,2.47,1.3,3.15,0.48,0.146,0.237,,,,,,,
F0055_01,Holdings Industries Co,9,1506987.08,2023-12-30,2028-05-31,2024-06-30,Corporate Banking,Healthcare,2.68,1.16,3.89,0.56,0.166,0.176,,,,,,,
F0055_01,Holdings Industries Co,9,1692786.39,2023-12-30,2028-05-31,2024-09-30,Corporate Banking,Healthcare,2.24,1.41,3.8,1.09,0.158,0.069,,,,,,,
F0055_01,Holdings Industries Co,9,1790630.95,2023-12-30,2028-05-31,2024-12-31,Corporate Banking,Healthcare,2.45,2.06,4.1,0.89,0.141,0.2,,,,,,,
F0055_01,Holdings Industries Co,9,1580931.45,2023-12-30,2028-05-31,2025-03-31,Corporate Banking,Healthcare,2.26,1.96,4.05,0.94,0.079,0.1,,,,,,,
F0055_01,Holdings Industries Co,9,1757868.32,2023-12-30,2028-05-31,2025-06-30,Corporate Banking,Healthcare,2.5,1.37,3.72,0.87,0.139,0.234,,,,,,,
F0055_01,Holdings Industries Co,8,1492698.83,2023-12-30,2028-05-31,2025-09-30,Corporate Banking,Healthcare,2.17,1.7,3.73,1.25,0.173,0.191,,,,,,,
F0055_02,Holdings Industries Co,11,12812852.41,2024-05-31,2030-05-23,2024-06-30,Corporate Banking,Healthcare,1.83,2.16,4.06,2.07,0.073,-0.077,,,,,,,
F0055_02,Holdings Industries Co,11,12055675.92,2024-05-31,2030-05-23,2024-09-30,Corporate Banking,Healthcare,1.91,2.11,4.03,2.52,0.062,-0.112,,,,,,,
F0055_02,Holdings Industries Co,11,10999210.7,2024-05-31,2030-05-23,2024-12-31,Corporate Banking,Healthcare,1.64,1.93,3.54,2.38,0.024,-0.123,,,,,,,
F0055_02,Holdings Industries Co,11,10426102.2,2024-05-31,2030-05-23,2025-03-31,Corporate Banking,Healthcare,1.56,2.06,3.9,2.46,0.093,-0.055,,,,,,,
F0055_02,Holdings Industries Co,11,12070438.76,2024-05-31,2030-05-23,2025-06-30,Corporate Banking,Healthcare,1.82,2.43,3.03,2.58,0.133,-0.127,,,,,,,
F0055_02,Holdings Industries Co,12,11475262.63,2024-05-31,2030-05-23,2025-09-30,Corporate Banking,Healthcare,1.84,2.32,4.4,2.24,0.096,-0.175,,,,,,,
F0056_01,International Group Company,8,6518238.86,2022-08-11,2028-06-10,2022-09-30,Corporate Banking,Consumer Goods,1.74,1.0,4.2,1.36,0.153,-0.056,,,,,,,
F0056_01,International Group Company,8,7115208.09,2022-08-11,2028-06-10,2022-12-31,Corporate Banking,Consumer Goods,1.38,1.22,4.14,1.05,0.125,-0.084,,,,,,,
F0056_01,International Group Company,8,6144549.68,2022-08-11,2028-06-10,2023-03-31,Corporate Banking,Consumer Goods,1.94,1.29,3.99,1.17,0.111,-0.12,,,,,,,
F0056_01,International Group Company,8,4535762.79,2022-08-11,2028-06-10,2023-06-30,Corporate Banking,Consumer Goods,1.46,1.54,4.38,0.72,0.148,-0.154,,,,,,,
F0056_01,International Group Company,8,7089865.25,2022-08-11,2028-06-10,2023-09-30,Corporate Banking,Consumer Goods,1.58,1.34,4.54,0.83,0.103,-0.136,,,,,,,
F0056_01,International Group Company,8,6066253.85,2022-08-11,2028-06-10,2023-12-31,Corporate Banking,Consumer Goods,1.81,1.72,4.54,1.15,0.108,-0.071,,,,,,,
F0056_01,International Group Company,8,6163548.45,2022-08-11,2028-06-10,2024-03-31,Corporate Banking,Consumer Goods,1.7,1.32,4.87,1.06,0.117,-0.08,,,,,,,
F0056_01,International Group Company,8,5086325.69,2022-08-11,2028-06-10,2024-06-30,Corporate Banking,Consumer Goods,1.13,1.61,4.61,1.05,0.141,-0.065,,,,,,,
F0056_01,International Group Company,9,6051125.3,2022-08-11,2028-06-10,2024-09-30,Corporate Banking,Consumer Goods,1.74,1.16,4.5,0.83,0.11,-0.067,,,,,,,
F0056_01,International Group Company,9,5329084.98,2022-08-11,2028-06-10,2024-12-31,Corporate Banking,Consumer Goods,1.93,1.33,4.4,1.03,0.087,-0.063,,,,,,,
F0056_01,International Group Company,9,5942888.64,2022-08-11,2028-06-10,2025-03-31,Corporate Banking,Consumer Goods,1.66,1.16,4.35,1.09,0.117,-0.075,,,,,,,
F0056_01,International Group Company,9,6640498.01,2022-08-11,2028-06-10,2025-06-30,Corporate Banking,Consumer Goods,1.56,1.31,4.4,1.25,0.123,0.026,,,,,,,
F0056_01,International Group Company,9,6894881.42,2022-08-11,2028-06-10,2025-09-30,Corporate Banking,Consumer Goods,1.47,1.67,4.65,1.26,0.113,-0.154,,,,,,,
F0056_02,International Group Company,8,2335264.4,2023-07-20,2026-07-26,2023-09-30,Corporate Banking,Consumer Goods,2.51,1.8,3.13,3.12,0.098,0.009,,,,,,,
F0056_02,International Group Company,8,2372914.1,2023-07-20,2026-07-26,2023-12-31,Corporate Banking,Consumer Goods,2.71,1.7,3.78,2.89,0.182,-0.038,,,,,,,
F0056_02,International Group Company,8,2437806.94,2023-07-20,2026-07-26,2024-03-31,Corporate Banking,Consumer Goods,2.05,1.66,2.61,2.4,0.167,0.02,,,,,,,
F0056_02,International Group Company,8,2755412.71,2023-07-20,2026-07-26,2024-06-30,Corporate Banking,Consumer Goods,2.26,1.7,3.12,2.85,0.197,0.116,,,,,,,
F0056_02,International Group Company,7,2365580.56,2023-07-20,2026-07-26,2024-09-30,Corporate Banking,Consumer Goods,2.4,1.49,2.96,3.2,0.12,0.047,,,,,,,
F0056_02,International Group Company,7,2686055.96,2023-07-20,2026-07-26,2024-12-31,Corporate Banking,Consumer Goods,2.13,1.74,3.21,2.99,0.135,0.006,,,,,,,
F0056_02,International Group Company,7,2895115.67,2023-07-20,2026-07-26,2025-03-31,Corporate Banking,Consumer Goods,2.43,1.75,2.78,2.93,0.163,0.096,,,,,,,
F0056_02,International Group Company,7,2334259.55,2023-07-20,2026-07-26,2025-06-30,Corporate Banking,Consumer Goods,2.21,1.35,2.73,3.0,0.13,-0.029,,,,,,,
F0056_02,International Group Company,7,2557005.88,2023-07-20,2026-07-26,2025-09-30,Corporate Banking,Consumer Goods,2.35,1.66,2.63,2.66,0.183,0.055,,,,,,,
F0057_01,Strategic Industries International,10,2934409.55,2022-06-05,2027-09-28,2022-06-30,Corporate Banking,Real Estate,1.55,3.11,4.72,0.98,0.137,0.073,,,,,,,
F0057_01,Strategic Industries International,10,2933832.13,2022-06-05,2027-09-28,2022-09-30,Corporate Banking,Real Estate,1.21,3.15,5.08,1.01,0.166,0.095,,,,,,,
F0057_01,Strategic Industries International,11,2065284.68,2022-06-05,2027-09-28,2022-12-31,Corporate Banking,Real Estate,1.13,3.21,5.06,1.28,0.149,0.111,,,,,,,
F0057_01,Strategic Industries International,10,2130497.44,2022-06-05,2027-09-28,2023-03-31,Corporate Banking,Real Estate,1.73,3.25,4.84,1.17,0.086,0.072,,,,,,,
F0057_01,Strategic Industries International,10,2682079.72,2022-06-05,2027-09-28,2023-06-30,Corporate Banking,Real Estate,1.3,2.66,5.17,0.95,0.119,0.049,,,,,,,
F0057_01,Strategic Industries International,11,2859189.64,2022-06-05,2027-09-28,2023-09-30,Corporate Banking,Real Estate,1.38,3.11,5.28,1.29,0.121,0.147,,,,,,,
F0057_01,Strategic Industries International,11,2870375.93,2022-06-05,2027-09-28,2023-12-31,Corporate Banking,Real Estate,1.24,3.26,5.23,1.17,0.151,0.061,,,,,,,
F0057_01,Strategic Industries International,13,3115531.83,2022-06-05,2027-09-28,2024-03-31,Corporate Banking,Real Estate,1.4,3.16,4.86,0.77,0.12,0.11,,,,,,,
F0057_01,Strategic Industries International,13,3010301.95,2022-06-05,2027-09-28,2024-06-30,Corporate Banking,Real Estate,1.5,2.96,5.13,1.03,0.177,0.025,,,,,,,
F0057_01,Strategic Industries International,14,2692014.41,2022-06-05,2027-09-28,2024-09-30,Corporate Banking,Real Estate,1.52,3.2,4.84,1.14,0.128,0.057,,,,,,,
F0057_01,Strategic Industries International,14,2899912.45,2022-06-05,2027-09-28,2024-12-31,Corporate Banking,Real Estate,1.32,2.68,4.69,0.97,0.202,-0.02,,,,,,,
F0057_01,Strategic Industries International,13,2214709.59,2022-06-05,2027-09-28,2025-03-31,Corporate Banking,Real Estate,1.09,2.9,5.14,1.25,0.113,0.035,,,,,,,
F0057_01,Strategic Industries International,14,2705211.06,2022-06-05,2027-09-28,2025-06-30,Corporate Banking,Real Estate,1.03,3.4,5.44,0.76,0.096,0.093,,,,,,,
F0057_01,Strategic Industries International,14,2456088.7,2022-06-05,2027-09-28,2025-09-30,Corporate Banking,Real Estate,1.56,3.32,5.04,0.77,0.174,0.136,,,,,,,
F0057_02,Strategic Industries International,13,5833493.69,2023-04-29,2027-10-13,2023-06-30,Corporate Banking,Real Estate,0.47,2.96,2.58,1.24,0.193,0.292,,,,,,,
F0057_02,Strategic Industries International,13,5668814.44,2023-04-29,2027-10-13,2023-09-30,Corporate Banking,Real Estate,0.3,3.26,2.04,1.58,0.098,0.351,,,,,,,
F0057_02,Strategic Industries International,13,6014134.35,2023-04-29,2027-10-13,2023-12-31,Corporate Banking,Real Estate,0.56,2.41,1.97,1.67,0.13,0.267,,,,,,,
F0057_02,Strategic Industries International,14,6524380.01,2023-04-29,2027-10-13,2024-03-31,Corporate Banking,Real Estate,0.65,2.51,2.02,1.57,0.087,0.217,,,,,,,
F0057_02,Strategic Industries International,14,6602452.67,2023-04-29,2027-10-13,2024-06-30,Corporate Banking,Real Estate,0.6,3.15,1.59,1.42,0.147,0.293,,,,,,,
F0057_02,Strategic Industries International,14,5691576.85,2023-04-29,2027-10-13,2024-09-30,Corporate Banking,Real Estate,0.74,2.83,2.39,1.68,0.082,0.264,,,,,,,
F0057_02,Strategic Industries International,14,6251308.69,2023-04-29,2027-10-13,2024-12-31,Corporate Banking,Real Estate,0.48,2.75,1.69,1.28,0.1,0.242,,,,,,,
F0057_02,Strategic Industries International,14,5835295.4,2023-04-29,2027-10-13,2025-03-31,Corporate Banking,Real Estate,0.52,3.38,2.53,1.65,0.123,0.247,,,,,,,
F0057_02,Strategic Industries International,14,6313653.36,2023-04-29,2027-10-13,2025-06-30,Corporate Banking,Real Estate,0.6,3.43,2.57,1.2,0.141,0.214,,,,,,,
F0057_02,Strategic Industries International,14,6578199.62,2023-04-29,2027-10-13,2025-09-30,Corporate Banking,Real Estate,0.72,2.91,2.27,1.42,0.158,0.24,,,,,,,
F0057_03,Strategic Industries International,12,3166252.03,2022-09-13,2024-12-18,2022-09-30,Corporate Banking,Real Estate,1.6,1.65,3.61,2.78,0.228,0.085,,,,,,,
F0057_03,Strategic Industries International,12,3715196.98,2022-09-13,2024-12-18,2022-12-31,Corporate Banking,Real Estate,1.38,1.19,4.38,2.86,0.231,0.123,,,,,,,
F0057_03,Strategic Industries International,12,3256502.02,2022-09-13,2024-12-18,2023-03-31,Corporate Banking,Real Estate,1.93,0.94,3.95,2.73,0.222,0.1,,,,,,,
F0057_03,Strategic Industries International,12,3309345.54,2022-09-13,2024-12-18,2023-06-30,Corporate Banking,Real Estate,1.95,1.44,3.71,2.68,0.25,0.051,,,,,,,
F0057_03,Strategic Industries International,12,3457076.48,2022-09-13,2024-12-18,2023-09-30,Corporate Banking,Real Estate,1.55,1.42,4.36,2.87,0.208,0.06,,,,,,,
F0057_03,Strategic Industries International,12,4094876.57,2022-09-13,2024-12-18,2023-12-31,Corporate Banking,Real Estate,1.41,1.49,3.77,2.52,0.201,0.101,,,,,,,
F0057_03,Strategic Industries International,13,3935994.33,2022-09-13,2024-12-18,2024-03-31,Corporate Banking,Real Estate,1.56,1.08,3.96,2.68,0.278,0.101,,,,,,,
F0057_03,Strategic Industries International,13,4268207.62,2022-09-13,2024-12-18,2024-06-30,Corporate Banking,Real Estate,1.89,1.07,3.87,2.29,0.179,0.106,,,,,,,
F0057_03,Strategic Industries International,13,3869424.63,2022-09-13,2024-12-18,2024-09-30,Corporate Banking,Real Estate,1.85,1.87,3.7,2.5,0.216,0.039,,,,,,,
F0057_03,Strategic Industries International,13,3793540.77,2022-09-13,2024-12-18,2024-12-31,Corporate Banking,Real Estate,1.43,1.26,4.17,2.69,0.225,0.11,,,,,,,
F0057_03,Strategic Industries International,13,3512566.24,2022-09-13,2024-12-18,2025-03-31,Corporate Banking,Real Estate,1.33,1.21,3.64,2.56,0.159,0.043,,,,,,,
F0057_03,Strategic Industries International,13,3827061.45,2022-09-13,2024-12-18,2025-06-30,Corporate Banking,Real Estate,1.88,1.01,4.01,2.82,0.244,0.076,,,,,,,
F0057_03,Strategic Industries International,13,3760017.9,2022-09-13,2024-12-18,2025-09-30,Corporate Banking,Real Estate,1.55,1.62,3.58,2.95,0.205,0.149,,,,,,,
