facility_id,alert_type,severity,message,created_date,status,assigned_to
F0136_01,High Risk,High,Facility F0136_01 has high risk rating of 14,2024-06-30,Active,Analyst 5
F0136_01,High Risk,High,Facility F0136_01 has high risk rating of 13,2024-09-30,Active,Analyst 5
F0136_01,High Risk,High,Facility F0136_01 has high risk rating of 13,2024-12-31,Active,Analyst 1
F0136_01,High Risk,High,Facility F0136_01 has high risk rating of 14,2025-03-31,Active,Analyst 5
F0136_01,High Risk,High,Facility F0136_01 has high risk rating of 13,2025-06-30,Active,Analyst 5
F0139_02,High Risk,High,Facility F0139_02 has high risk rating of 13,2025-06-30,Active,Analyst 3
F0139_02,High Risk,High,Facility F0139_02 has high risk rating of 13,2025-09-30,Active,Analyst 4
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 13,2023-03-31,Active,Analyst 1
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 13,2023-06-30,Active,Analyst 5
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 15,2023-09-30,Active,Analyst 5
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 14,2023-12-31,Active,Analyst 1
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 14,2024-03-31,Active,Analyst 1
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 15,2024-06-30,Active,Analyst 3
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 16,2024-09-30,Active,Analyst 3
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 16,2024-12-31,Active,Analyst 1
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 16,2025-03-31,Active,Analyst 3
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 15,2025-06-30,Active,Analyst 4
F0141_02,High Risk,High,Facility F0141_02 has high risk rating of 15,2025-09-30,Active,Analyst 5
F0146_03,High Risk,High,Facility F0146_03 has high risk rating of 13,2025-03-31,Active,Analyst 1
F0146_03,High Risk,High,Facility F0146_03 has high risk rating of 13,2025-06-30,Active,Analyst 3
F0151_01,High Risk,High,Facility F0151_01 has high risk rating of 13,2023-06-30,Active,Analyst 3
F0151_01,High Risk,High,Facility F0151_01 has high risk rating of 13,2023-09-30,Active,Analyst 1
F0151_01,High Risk,High,Facility F0151_01 has high risk rating of 14,2023-12-31,Active,Analyst 2
F0151_01,High Risk,High,Facility F0151_01 has high risk rating of 14,2024-03-31,Active,Analyst 2
F0151_01,High Risk,High,Facility F0151_01 has high risk rating of 14,2024-06-30,Active,Analyst 3
F0151_01,High Risk,High,Facility F0151_01 has high risk rating of 14,2024-09-30,Active,Analyst 1
F0151_01,High Risk,High,Facility F0151_01 has high risk rating of 13,2024-12-31,Active,Analyst 4
F0153_01,High Risk,High,Facility F0153_01 has high risk rating of 13,2025-03-31,Active,Analyst 4
F0153_01,High Risk,High,Facility F0153_01 has high risk rating of 13,2025-06-30,Active,Analyst 1
F0153_01,High Risk,High,Facility F0153_01 has high risk rating of 13,2025-09-30,Active,Analyst 2
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2021-06-30,Active,Analyst 3
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2021-09-30,Active,Analyst 5
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2021-12-31,Active,Analyst 5
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2022-03-31,Active,Analyst 5
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2023-09-30,Active,Analyst 1
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2023-12-31,Active,Analyst 2
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2024-03-31,Active,Analyst 2
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2024-06-30,Active,Analyst 4
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 13,2024-09-30,Active,Analyst 5
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 14,2024-12-31,Active,Analyst 3
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 14,2025-03-31,Active,Analyst 2
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 14,2025-06-30,Active,Analyst 4
F0153_02,High Risk,High,Facility F0153_02 has high risk rating of 14,2025-09-30,Active,Analyst 4
F0158_02,High Risk,High,Facility F0158_02 has high risk rating of 13,2025-03-31,Active,Analyst 2
F0158_03,High Risk,High,Facility F0158_03 has high risk rating of 13,2025-09-30,Active,Analyst 5
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 15,2022-03-31,Active,Analyst 2
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 14,2022-06-30,Active,Analyst 5
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2022-09-30,Active,Analyst 4
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2022-12-31,Active,Analyst 4
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2023-03-31,Active,Analyst 5
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2023-06-30,Active,Analyst 3
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2023-09-30,Active,Analyst 4
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2023-12-31,Active,Analyst 5
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2024-03-31,Active,Analyst 1
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2024-06-30,Active,Analyst 1
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2024-09-30,Active,Analyst 3
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2024-12-31,Active,Analyst 5
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 16,2025-03-31,Active,Analyst 3
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 15,2025-06-30,Active,Analyst 4
F0159_01,High Risk,High,Facility F0159_01 has high risk rating of 15,2025-09-30,Active,Analyst 1
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 13,2023-03-31,Active,Analyst 5
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 13,2023-06-30,Active,Analyst 4
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 13,2023-09-30,Active,Analyst 4
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2023-12-31,Active,Analyst 2
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2024-03-31,Active,Analyst 2
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2024-06-30,Active,Analyst 4
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2024-09-30,Active,Analyst 2
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2024-12-31,Active,Analyst 5
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2025-03-31,Active,Analyst 3
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2025-06-30,Active,Analyst 5
F0161_02,High Risk,High,Facility F0161_02 has high risk rating of 14,2025-09-30,Active,Analyst 2
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 14,2023-09-30,Active,Analyst 3
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 14,2023-12-31,Active,Analyst 2
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 13,2024-03-31,Active,Analyst 3
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 14,2024-06-30,Active,Analyst 1
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 13,2024-09-30,Active,Analyst 1
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 13,2024-12-31,Active,Analyst 3
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 13,2025-03-31,Active,Analyst 1
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 13,2025-06-30,Active,Analyst 1
F0162_02,High Risk,High,Facility F0162_02 has high risk rating of 13,2025-09-30,Active,Analyst 3
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 14,2023-03-31,Active,Analyst 2
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 14,2023-06-30,Active,Analyst 3
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 14,2023-09-30,Active,Analyst 3
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 14,2023-12-31,Active,Analyst 5
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 15,2024-03-31,Active,Analyst 3
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 14,2024-06-30,Active,Analyst 4
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 14,2024-09-30,Active,Analyst 2
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 15,2024-12-31,Active,Analyst 4
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 15,2025-03-31,Active,Analyst 5
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 15,2025-06-30,Active,Analyst 2
F0165_02,High Risk,High,Facility F0165_02 has high risk rating of 15,2025-09-30,Active,Analyst 2
F0170_01,High Risk,High,Facility F0170_01 has high risk rating of 14,2024-06-30,Active,Analyst 4
F0170_01,High Risk,High,Facility F0170_01 has high risk rating of 14,2024-09-30,Active,Analyst 3
F0170_01,High Risk,High,Facility F0170_01 has high risk rating of 16,2024-12-31,Active,Analyst 3
F0170_01,High Risk,High,Facility F0170_01 has high risk rating of 16,2025-03-31,Active,Analyst 2
F0170_01,High Risk,High,Facility F0170_01 has high risk rating of 16,2025-06-30,Active,Analyst 5
F0170_01,High Risk,High,Facility F0170_01 has high risk rating of 16,2025-09-30,Active,Analyst 4
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2021-09-30,Active,Analyst 2
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2021-12-31,Active,Analyst 1
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2022-03-31,Active,Analyst 2
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2022-06-30,Active,Analyst 2
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2022-09-30,Active,Analyst 1
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2022-12-31,Active,Analyst 2
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2023-03-31,Active,Analyst 2
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2023-06-30,Active,Analyst 1
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2023-09-30,Active,Analyst 3
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2023-12-31,Active,Analyst 1
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2024-03-31,Active,Analyst 1
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2024-06-30,Active,Analyst 4
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 15,2024-09-30,Active,Analyst 3
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 16,2024-12-31,Active,Analyst 4
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 16,2025-03-31,Active,Analyst 2
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 16,2025-06-30,Active,Analyst 1
F0173_01,High Risk,High,Facility F0173_01 has high risk rating of 16,2025-09-30,Active,Analyst 3
F0174_01,High Risk,High,Facility F0174_01 has high risk rating of 14,2024-03-31,Active,Analyst 3
F0174_01,High Risk,High,Facility F0174_01 has high risk rating of 14,2024-06-30,Active,Analyst 2
F0174_01,High Risk,High,Facility F0174_01 has high risk rating of 14,2024-09-30,Active,Analyst 5
F0174_01,High Risk,High,Facility F0174_01 has high risk rating of 14,2024-12-31,Active,Analyst 4
F0174_01,High Risk,High,Facility F0174_01 has high risk rating of 14,2025-03-31,Active,Analyst 2
F0174_01,High Risk,High,Facility F0174_01 has high risk rating of 14,2025-06-30,Active,Analyst 2
F0174_01,High Risk,High,Facility F0174_01 has high risk rating of 15,2025-09-30,Active,Analyst 2
F0175_01,High Risk,High,Facility F0175_01 has high risk rating of 13,2021-03-31,Active,Analyst 5
F0175_01,High Risk,High,Facility F0175_01 has high risk rating of 13,2022-03-31,Active,Analyst 4
F0175_01,High Risk,High,Facility F0175_01 has high risk rating of 13,2022-06-30,Active,Analyst 4
F0175_01,High Risk,High,Facility F0175_01 has high risk rating of 13,2022-09-30,Active,Analyst 5
F0175_01,High Risk,High,Facility F0175_01 has high risk rating of 14,2022-12-31,Active,Analyst 1
F0175_01,High Risk,High,Facility F0175_01 has high risk rating of 14,2023-03-31,Active,Analyst 3
F0175_03,High Risk,High,Facility F0175_03 has high risk rating of 13,2022-09-30,Active,Analyst 4
F0176_02,High Risk,High,Facility F0176_02 has high risk rating of 13,2024-06-30,Active,Analyst 3
F0176_02,High Risk,High,Facility F0176_02 has high risk rating of 13,2024-09-30,Active,Analyst 2
F0176_02,High Risk,High,Facility F0176_02 has high risk rating of 13,2024-12-31,Active,Analyst 4
F0176_02,High Risk,High,Facility F0176_02 has high risk rating of 13,2025-03-31,Active,Analyst 2
F0176_02,High Risk,High,Facility F0176_02 has high risk rating of 13,2025-06-30,Active,Analyst 5
F0176_02,High Risk,High,Facility F0176_02 has high risk rating of 13,2025-09-30,Active,Analyst 5
F0177_01,High Risk,High,Facility F0177_01 has high risk rating of 13,2022-12-31,Active,Analyst 5
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 14,2022-09-30,Active,Analyst 2
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 14,2022-12-31,Active,Analyst 5
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 14,2023-03-31,Active,Analyst 2
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 14,2023-06-30,Active,Analyst 1
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 14,2023-09-30,Active,Analyst 1
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 15,2023-12-31,Active,Analyst 4
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 14,2024-03-31,Active,Analyst 4
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 13,2024-06-30,Active,Analyst 4
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 13,2024-09-30,Active,Analyst 1
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 13,2024-12-31,Active,Analyst 3
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 13,2025-03-31,Active,Analyst 4
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 13,2025-06-30,Active,Analyst 1
F0180_01,High Risk,High,Facility F0180_01 has high risk rating of 14,2025-09-30,Active,Analyst 1
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 14,2023-06-30,Active,Analyst 1
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 14,2023-09-30,Active,Analyst 4
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 14,2023-12-31,Active,Analyst 2
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 14,2024-03-31,Active,Analyst 4
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 14,2024-06-30,Active,Analyst 3
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 14,2024-09-30,Active,Analyst 1
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 14,2024-12-31,Active,Analyst 1
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 15,2025-03-31,Active,Analyst 2
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 16,2025-06-30,Active,Analyst 3
F0187_01,High Risk,High,Facility F0187_01 has high risk rating of 16,2025-09-30,Active,Analyst 5
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2020-12-31,Active,Analyst 3
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2021-03-31,Active,Analyst 4
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2021-06-30,Active,Analyst 5
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2021-09-30,Active,Analyst 3
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2021-12-31,Active,Analyst 2
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2022-03-31,Active,Analyst 2
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2022-06-30,Active,Analyst 4
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2022-09-30,Active,Analyst 1
F0188_01,High Risk,High,Facility F0188_01 has high risk rating of 13,2024-06-30,Active,Analyst 4
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 14,2023-09-30,Active,Analyst 2
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 14,2023-12-31,Active,Analyst 5
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 14,2024-03-31,Active,Analyst 5
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 14,2024-06-30,Active,Analyst 1
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 14,2024-09-30,Active,Analyst 3
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 15,2024-12-31,Active,Analyst 3
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 15,2025-03-31,Active,Analyst 4
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 15,2025-06-30,Active,Analyst 1
F0189_01,High Risk,High,Facility F0189_01 has high risk rating of 15,2025-09-30,Active,Analyst 3
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 13,2022-06-30,Active,Analyst 5
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 13,2022-09-30,Active,Analyst 1
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 13,2022-12-31,Active,Analyst 5
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 13,2023-03-31,Active,Analyst 2
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 14,2023-06-30,Active,Analyst 5
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 14,2023-09-30,Active,Analyst 5
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 14,2023-12-31,Active,Analyst 2
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 14,2024-03-31,Active,Analyst 5
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 14,2024-06-30,Active,Analyst 4
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 14,2024-09-30,Active,Analyst 5
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 14,2024-12-31,Active,Analyst 5
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 13,2025-03-31,Active,Analyst 4
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 13,2025-06-30,Active,Analyst 4
F0192_01,High Risk,High,Facility F0192_01 has high risk rating of 13,2025-09-30,Active,Analyst 3
F0193_01,High Risk,High,Facility F0193_01 has high risk rating of 13,2025-03-31,Active,Analyst 2
F0193_01,High Risk,High,Facility F0193_01 has high risk rating of 13,2025-06-30,Active,Analyst 5
F0193_01,High Risk,High,Facility F0193_01 has high risk rating of 14,2025-09-30,Active,Analyst 4
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2022-12-31,Active,Analyst 1
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2023-03-31,Active,Analyst 1
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2023-06-30,Active,Analyst 3
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2024-03-31,Active,Analyst 4
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2024-06-30,Active,Analyst 1
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2024-09-30,Active,Analyst 4
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2024-12-31,Active,Analyst 5
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2025-03-31,Active,Analyst 5
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2025-06-30,Active,Analyst 4
F0200_01,High Risk,High,Facility F0200_01 has high risk rating of 13,2025-09-30,Active,Analyst 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2021-03-31,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2021-06-30,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2021-09-30,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2021-12-31,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2022-03-31,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2022-06-30,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2022-09-30,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2022-12-31,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2023-03-31,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2023-06-30,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2023-09-30,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2023-12-31,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2024-03-31,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2024-06-30,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2024-09-30,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2024-12-31,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2025-03-31,Active,Manager 1
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2025-06-30,Active,Manager 2
F0001_01,Covenant Violation,Critical,Facility F0001_01 has covenant violation(s),2025-09-30,Active,Manager 2
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2021-03-31,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2021-06-30,Active,Manager 2
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2021-09-30,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2021-12-31,Active,Manager 2
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2022-03-31,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2022-06-30,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2022-09-30,Active,Manager 2
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2022-12-31,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2023-03-31,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2023-06-30,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2023-09-30,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2023-12-31,Active,Manager 2
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2024-03-31,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2024-06-30,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2024-09-30,Active,Manager 2
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2025-03-31,Active,Manager 2
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2025-06-30,Active,Manager 1
F0001_02,Covenant Violation,Critical,Facility F0001_02 has covenant violation(s),2025-09-30,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2022-06-30,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2022-09-30,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2022-12-31,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2023-03-31,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2023-06-30,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2023-09-30,Active,Manager 1
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2023-12-31,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2024-03-31,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2024-06-30,Active,Manager 1
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2024-09-30,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2024-12-31,Active,Manager 1
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2025-03-31,Active,Manager 1
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2025-06-30,Active,Manager 2
F0002_01,Covenant Violation,Critical,Facility F0002_01 has covenant violation(s),2025-09-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2020-09-30,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2020-12-31,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2021-03-31,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2021-06-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2021-09-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2021-12-31,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2022-03-31,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2022-06-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2022-09-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2022-12-31,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2023-03-31,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2023-06-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2023-09-30,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2023-12-31,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2024-03-31,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2024-06-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2024-09-30,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2024-12-31,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2025-03-31,Active,Manager 1
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2025-06-30,Active,Manager 2
F0002_02,Covenant Violation,Critical,Facility F0002_02 has covenant violation(s),2025-09-30,Active,Manager 1
F0002_03,Covenant Violation,Critical,Facility F0002_03 has covenant violation(s),2024-06-30,Active,Manager 1
F0002_03,Covenant Violation,Critical,Facility F0002_03 has covenant violation(s),2024-09-30,Active,Manager 1
F0002_03,Covenant Violation,Critical,Facility F0002_03 has covenant violation(s),2024-12-31,Active,Manager 2
F0002_03,Covenant Violation,Critical,Facility F0002_03 has covenant violation(s),2025-03-31,Active,Manager 2
F0002_03,Covenant Violation,Critical,Facility F0002_03 has covenant violation(s),2025-06-30,Active,Manager 2
